institute_code,prior_label,final_label,source_page,change_reason
RJ090,Institute for Rural Development and Technical Research Shrimsheel Ashram,Institute for Rural Development and Technical Research Shrimsheel Ashram,62,normalized label matched source text
RJ091,MJRP College of Education,MJRP College of Education,62,normalized label matched source text
RJ092,Suryodaya Vidya Mandir shiksha Samiti,Suryodaya Vidya Mandir shiksha Samiti,63,normalized label matched source text
RJ093,Shri Ram Gopal Vishesh Vidyalaya run By Prerna Education and Welfare Society,Shri Ram Gopal Vishesh Vidyalaya run By Prerna Education and Welfare Society,63,normalized label matched source text
RJ094,Rajasthan Rehabilitation & Research Institute Jamdoli,Rajasthan Rehabilitation & Research Institute Jamdoli,63,normalized label matched source text
RJ095,OPJS University VPO Rawatsar Kunjla Near Sankhu Fort,OPJS University VPO Rawatsar Kunjla Near Sankhu Fort,63,normalized label matched source text
RJ096,Prayas Seva Sansthan Behind Petrol Pump,Prayas Seva Sansthan Behind Petrol Pump,63,normalized label matched source text
RJ097,Gramin Sewa Sansthan Teacher Training Institute,Gramin Sewa Sansthan Teacher Training Institute,63,normalized label matched source text
RJ098,Koshalyam Institute for Training & Research,Koshalyam Institute for Training & Research,63,normalized label matched source text
RJ099,Madhav University Pindwara,Madhav University Pindwara,63,normalized label matched source text
RJ100,Marudhara Bal shikshan Sansthan Near Ratholai Nadi Pipar City Jodhpur Rajasthan - 342601,Marudhara Bal shikshan Sansthan Near Ratholai Nadi Pipar City Jodhpur Rajasthan - 342601,63,normalized label matched source text
RJ101,IIS - (Deemed to be University) ICG Campus,IIS - (Deemed to be University) ICG Campus,63,normalized label matched source text
RJ102,Divya Sansthan Swam Siddhha Parisar,Divya Sansthan Swam Siddhha Parisar,63,normalized label matched source text
RJ103,Navjyoti Viklang Kalyan Evam Punarvas Sansthan Sector No. 8,Navjyoti Viklang Kalyan Evam Punarvas Sansthan Sector No. 8,64,normalized label matched source text
RJ104,Bandhan Sansthan C/o Shri Shiv Shankar Ward No. 30,Bandhan Sansthan C/o Shri Shiv Shankar Ward No. 30,64,normalized label matched source text
RJ105,Manav Dharam Viklang Seva Sanstha,Manav Dharam Viklang Seva Sanstha,64,normalized label matched source text
RJ106,Mohanlal Sukhdia University,Mohanlal Sukhdia University,64,normalized label matched source text
RJ107,Navjivan SpecialTeacher Training Centre,Navjivan SpecialTeacher Training Centre,64,normalized label matched source text
RJ108,Satyabhama Institute of Special Education and Research,Satyabhama Institute of Special Education and Research,64,normalized label matched source text
RJ109,Jodhpur Badhir Kalyan Samiti,Jodhpur Badhir Kalyan Samiti,64,normalized label matched source text
RJ110,Jubin Sapstics Home & Charitable Trust 4/94 Sukhdia Shopping Center,Jubin Sapstics Home & Charitable Trust 4/94 Sukhdia Shopping Center,64,normalized label matched source text
RJ111,Satyam Special Teacher Training Center,Satyam Special Teacher Training Center,64,normalized label matched source text
RJ112,Ronak Special Teacher Training Institute,Ronak Special Teacher Training Institute,64,normalized label matched source text
RJ113,Laugh n’Learn (A academy of Special Education) Tonk Road,Laugh n’Learn (A academy of Special Education) Tonk Road,64,normalized label matched source text
RJ114,Bharti Special College Dausa Run by Bhartiya Adarsh Vidya Mandir Uchch Madhyamik Vidhyalaya Sansthan,Bharti Special College Dausa Run by Bhartiya Adarsh Vidya Mandir Uchch Madhyamik Vidhyalaya Sansthan,64,normalized label matched source text
RJ115,Institute of Rehabilitation Sciences and Research (I.R.S.R.) Department of Rehabilitation Science and Research,Institute of Rehabilitation Sciences and Research (I.R.S.R.) Department of Rehabilitation Science and Research,64,normalized label matched source text
RJ116,Sahyog Sewa Sansthan,Sahyog Sewa Sansthan,64,normalized label matched source text
RJ117,The Lords University,The Lords University,65,normalized label matched source text
RJ118,University of Technology,University of Technology,65,normalized label matched source text
RJ119,Sunrise University,Sunrise University,65,normalized label matched source text
RJ120,Aditya Institute of Rehabilitation Sciences (Run by Arya Shiksha Samiti),Aditya Institute of Rehabilitation Sciences (Run by Arya Shiksha Samiti),65,normalized label matched source text
RJ121,Navjyoti College of Special Education,Navjyoti College of Special Education,65,normalized label matched source text
RJ122,"Asha Ka Jharna, Ward No. 2","Asha Ka Jharna, Ward No. 2",65,normalized label matched source text
RJ123,Kanchan Special College,Kanchan Special College,65,normalized label matched source text
RJ124,Late Shri Ram Kumar College of Special Education (Run by Sundar Devi Khangaram Public School Samiti) Uttam Nagar,Late Shri Ram Kumar College of Special Education (Run by Sundar Devi Khangaram Public School Samiti) Uttam Nagar,65,normalized label matched source text
RJ125,Surya College of Special Education Run by Saur Chetna Evam Urja Vigyan Shodh Sansthan,Surya College of Special Education Run by Saur Chetna Evam Urja Vigyan Shodh Sansthan,65,normalized label matched source text
RJ126,Shri Bapuji Special Teacher Training Centre (Run by Shree Baba Ramdev Medical Education Societyt),Shri Bapuji Special Teacher Training Centre (Run by Shree Baba Ramdev Medical Education Societyt),65,normalized label matched source text
RJ128,Navjeevan Special School & Teachers Training Institute (Run by Gogameri Jan Jagarti Vikas Seva Samiti) Near Ambedkar Chowk,Navjeevan Special School & Teachers Training Institute (Run by Gogameri Jan Jagarti Vikas Seva Samiti) Near Ambedkar Chowk,65,normalized label matched source text
RJ129,Shree Bhadariya Ray Shikshan Sansthan,Shree Bhadariya Ray Shikshan Sansthan,65,normalized label matched source text
RJ130,Chetna Special Education Teacher Training College,Chetna Special Education Teacher Training College,65,normalized label matched source text
RJ131,R. G. Special Teacher Training Centre Ladnun,R. G. Special Teacher Training Centre Ladnun,65,normalized label matched source text
RJ132,Shri Balaji Group of Special Education (Run by Shri Balaji shaikshanik Sansthan),Shri Balaji Group of Special Education (Run by Shri Balaji shaikshanik Sansthan),66,normalized label matched source text
RJ133,Yagam Special Teacher Training Center (Run by Prerna Public Shikshan Sansthan),Yagam Special Teacher Training Center (Run by Prerna Public Shikshan Sansthan),66,normalized label matched source text
RJ134,Ayushmaan College of Special Education,Ayushmaan College of Special Education,66,normalized label matched source text
RJ135,Alok Public School shiksha Samiti Tonk,Alok Public School shiksha Samiti Tonk,66,normalized label matched source text
RJ136,Yash Rehabilitation Centre for Handicapped Children,Yash Rehabilitation Centre for Handicapped Children,66,normalized label matched source text
RJ137,Shri Bhandari Special Teacher Training Centre,Shri Bhandari Special Teacher Training Centre,66,normalized label matched source text
RJ138,Forex Welfare Society Shiv B.Ed. College Special Education (IDD) College,Forex Welfare Society Shiv B.Ed. College Special Education (IDD) College,66,normalized label matched source text
RJ139,Shri Krishna Special Teacher Training Centre,Shri Krishna Special Teacher Training Centre,66,normalized label matched source text
RJ140,Marwar Winners Special Teacher Training College (Run by winners Educational Society),Marwar Winners Special Teacher Training College (Run by winners Educational Society),66,normalized label matched source text
RJ141,Saraswati Vidya Ashram Samiti,Saraswati Vidya Ashram Samiti,66,normalized label matched source text
RJ142,Satguru Teacher Training College,Satguru Teacher Training College,66,normalized label matched source text
RJ143,Shri Kalyan Special Teacher Center (Run by Guman Public Sansthan),Shri Kalyan Special Teacher Center (Run by Guman Public Sansthan),66,normalized label matched source text
RJ144,Anmol Special Teacher Training Center,Anmol Special Teacher Training Center,66,normalized label matched source text
RJ145,Madhur Special Shikshan Prashikshan Sansthan,Madhur Special Shikshan Prashikshan Sansthan,66,normalized label matched source text
RJ146,The First One Institute of Special Education,The First One Institute of Special Education,66,normalized label matched source text
RJ147,Vivek Vardhini Shiksha Avm Manovikas Sewa samiti,Vivek Vardhini Shiksha Avm Manovikas Sewa samiti,67,normalized label matched source text
RJ148,Veer Teja Special Teacher Training College (Run by Shri Mahadev shikshan Sansthan),Veer Teja Special Teacher Training College (Run by Shri Mahadev shikshan Sansthan),67,normalized label matched source text
RJ149,Shri Mahadev Special Teacher Training Center (Run By Shri Shiv Bal Vidhya Mandir Sansthan),Shri Mahadev Special Teacher Training Center (Run By Shri Shiv Bal Vidhya Mandir Sansthan),67,normalized label matched source text
RJ150,Shyam University,Shyam University,67,normalized label matched source text
RJ151,National Education & Welfare Society Teacher Training,National Education & Welfare Society Teacher Training,67,normalized label matched source text
RJ152,Life Style Welfare Sanstha,Life Style Welfare Sanstha,67,normalized label matched source text
RJ153,Rudraksh Special Teachers Training College,Rudraksh Special Teachers Training College,67,normalized label matched source text
RJ154,Madhani College of Special Educaiton (Run by Lakshay shekshnik & Samajik Sansthan),Madhani College of Special Educaiton (Run by Lakshay shekshnik & Samajik Sansthan),67,normalized label matched source text
RJ155,Department of Education,Department of Education,67,normalized label matched source text
RJ156,Tanwar Shiksha Sansthan,Tanwar Shiksha Sansthan,67,normalized label matched source text
RJ157,Govt. Teacher Training Center for HI,Govt. Teacher Training Center for HI,67,normalized label matched source text
RJ158,Marudhar Special Teachers Training College,Marudhar Special Teachers Training College,67,normalized label matched source text
RJ159,Swami Vivekanand Punarvas Sansthan,Swami Vivekanand Punarvas Sansthan,67,normalized label matched source text
RJ160,Sweekar Special School Samiti,Sweekar Special School Samiti,67,normalized label matched source text
RJ161,Om Shikshan Sansthan,Om Shikshan Sansthan,68,normalized label matched source text
RJ162,T.R. Memorial Special Teacher Training College Deora (Run by shree Ganesh shiksha Samiti) Teh. Chitalwana,T.R. Memorial Special Teacher Training College Deora (Run by shree Ganesh shiksha Samiti) Teh. Chitalwana,68,normalized label matched source text
RJ163,Assent Special Teacher Training Center (Run by Prayas Seva Sansthan) Didwana,Assent Special Teacher Training Center (Run by Prayas Seva Sansthan) Didwana,68,normalized label matched source text
RJ164,The Little Star Special Teacher Training Center (Run by Vinod Kumar Gurjar Memorial Educational Society),The Little Star Special Teacher Training Center (Run by Vinod Kumar Gurjar Memorial Educational Society),68,normalized label matched source text
RJ165,"M. D. Sansthan, Plot No. 8","M. D. Sansthan, Plot No. 8",68,normalized label matched source text
RJ166,Raj Special Education Teacher Training College ( Run by G.L.S. Academy Edu. & Welfare Society),Raj Special Education Teacher Training College ( Run by G.L.S. Academy Edu. & Welfare Society),68,normalized label matched source text
RJ167,Lovely Mamta Special College of Education (Run by Mamta Punarvas Evam Samajik Shodh Sansthan S1 Greenland Clone near Udemsingh Chok Kesrisinghpur,Lovely Mamta Special College of Education (Run by Mamta Punarvas Evam Samajik Shodh Sansthan S1 Greenland Clone near Udemsingh Chok Kesrisinghpur,68,normalized label matched source text
RJ168,Little Feet Institute of Special Education,Little Feet Institute of Special Education,68,normalized label matched source text
RJ169,Shri Ram Special Teacher Training College (Run by Shri Rawatsingh Bhomiyaji Shikshan Shod Sansthan),Shri Ram Special Teacher Training College (Run by Shri Rawatsingh Bhomiyaji Shikshan Shod Sansthan),68,normalized label matched source text
RJ170,Suresh Gyan Vihar University Mahal,Suresh Gyan Vihar University Mahal,68,normalized label matched source text
RJ171,Maa Vankal College of Special Education (Run by Maalani Jan Kalyan Evam shikshan Sansthan),Maa Vankal College of Special Education (Run by Maalani Jan Kalyan Evam shikshan Sansthan),68,normalized label matched source text
RJ172,Samarpan Teacher Training Institute (Run by Samarpan Sansthan) Near New Allen School,Samarpan Teacher Training Institute (Run by Samarpan Sansthan) Near New Allen School,68,normalized label matched source text
RJ173,Manohar Bal Mandir Samiti,Manohar Bal Mandir Samiti,68,normalized label matched source text
RJ174,Swera Rehabilitation Training Institute (Run by Society for Single Women Empowerment and Relief),Swera Rehabilitation Training Institute (Run by Society for Single Women Empowerment and Relief),68,normalized label matched source text
RJ175,Viraj Special Education Teacher Training College,Viraj Special Education Teacher Training College,68,normalized label matched source text
RJ176,Mahatma Jyotirao Phule Rehabilitation Center,Mahatma Jyotirao Phule Rehabilitation Center,69,normalized label matched source text
RJ177,Bharati Bal Mandir Samiti,Bharati Bal Mandir Samiti,69,normalized label matched source text
RJ178,Bhagwati Teacher Training Institute Near Railway Station Opp. Ramdwara,Bhagwati Teacher Training Institute Near Railway Station Opp. Ramdwara,69,normalized label matched source text
RJ179,Rehan Public Shikshan Sansthan,Rehan Public Shikshan Sansthan,69,normalized label matched source text
RJ180,SAI College of Special Education & Research,SAI College of Special Education & Research,69,normalized label matched source text
RJ181,Shree Dev Narayan Shiksha Samiti Shanti Nagar,Shree Dev Narayan Shiksha Samiti Shanti Nagar,69,normalized label matched source text
RJ182,KCP Special Education Teacher Training College(Run by Raj Shaikshaik Evam Prashaikshik Sew Sansthan),KCP Special Education Teacher Training College(Run by Raj Shaikshaik Evam Prashaikshik Sew Sansthan),69,normalized label matched source text
